country,admin_1,market,latitude,longitude,period_date,currency,product,value,temp_mean,temp_max,temp_min,precipitation,humidity
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2010-01-01,ETB,sorghum,6.33,15.55,26.38,5.42,0.07,57.56
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2010-01-01,ETB,teff,795.0,15.55,26.38,5.42,0.07,57.56
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2010-01-01,ETB,wheat,550.0,15.55,26.38,5.42,0.07,57.56
Ethiopia,Amhara,Ajeber,10.63,38.78,2010-01-01,ETB,wheat,4.5,20.64,28.55,13.04,0.01,42.32
Ethiopia,Tigray,Alamata,12.42,39.56,2010-01-01,ETB,maize,420.0,16.18,25.86,7.5,0.0,56.08
Ethiopia,SNNPR,Amaro,5.83,37.9,2010-01-01,ETB,wheat,5.35,20.17,30.94,11.14,0.33,53.99
Ethiopia,Oromia,Ambo,8.98,37.85,2010-01-01,ETB,maize,280.0,16.55,26.5,6.77,0.07,56.49
Ethiopia,Oromia,Ambo,8.98,37.85,2010-01-01,ETB,wheat,400.0,16.55,26.5,6.77,0.07,56.49
Ethiopia,SNNPR,Aroresa,6.22,39.02,2010-01-01,ETB,wheat,4.8,17.1,26.39,8.35,0.27,57.71
Ethiopia,Oromia,Assela,7.95,39.13,2010-01-01,ETB,wheat,415.0,15.03,26.13,4.83,0.06,57.03
Ethiopia,Somali,Babile,9.23,42.6,2010-01-01,ETB,maize,355.0,21.65,33.51,8.21,0.0,38.24
Ethiopia,Somali,Babile,9.23,42.6,2010-01-01,ETB,sorghum,4.2,21.65,33.51,8.21,0.0,38.24
Ethiopia,Amhara,Baher Dar,11.6,37.38,2010-01-01,ETB,maize,295.0,19.08,29.3,8.94,0.05,50.47
Ethiopia,Amhara,Baher Dar,11.6,37.38,2010-01-01,ETB,teff,695.0,19.08,29.3,8.94,0.05,50.47
Ethiopia,Amhara,Baher Dar,11.6,37.38,2010-01-01,ETB,wheat,402.5,19.08,29.3,8.94,0.05,50.47
Ethiopia,Amhara,Bati,11.18,40.02,2010-01-01,ETB,maize,340.0,19.66,29.34,10.75,0.01,49.23
Ethiopia,Oromia,Beddenno,9.12,41.62,2010-01-01,ETB,maize,400.0,20.72,31.66,8.76,0.0,37.45
Ethiopia,Oromia,Bedessa,8.9,40.78,2010-01-01,ETB,maize,420.0,20.57,31.97,9.63,0.0,43.13
Ethiopia,Amhara,Debre Markos,10.33,37.73,2010-01-01,ETB,wheat,364.0,17.13,25.87,7.39,0.05,55.97
Ethiopia,Oromia,Deder,9.32,41.42,2010-01-01,ETB,maize,390.0,21.11,32.18,10.6,0.0,41.47
Ethiopia,Oromia,Delo,7.25,40.47,2010-01-01,ETB,maize,264.0,20.09,30.33,10.58,0.02,44.43
Ethiopia,Oromia,Derashe,5.67,39.43,2010-01-01,ETB,wheat,5.2,22.06,31.99,11.4,0.14,41.75
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2010-01-01,ETB,maize,380.0,19.24,30.1,9.21,0.0,42.72
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2010-01-01,ETB,sorghum,7.0,19.24,30.1,9.21,0.0,42.72
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2010-01-01,ETB,wheat,6.0,19.24,30.1,9.21,0.0,42.72
Ethiopia,Amhara,Ebinat,12.13,38.05,2010-01-01,ETB,sorghum,3.5,18.53,26.79,10.52,0.01,44.48
Ethiopia,SNNPR,Gamo Gofa,6.62,37.15,2010-01-01,ETB,maize,335.0,21.93,32.52,13.63,1.11,60.51
Ethiopia,Somali,Gode,6.02,43.13,2010-01-01,ETB,maize,400.0,27.55,37.21,15.64,0.0,35.49
Ethiopia,Somali,Gode,6.02,43.13,2010-01-01,ETB,sorghum,4.0,27.55,37.21,15.64,0.0,35.49
Ethiopia,Somali,Gode,6.02,43.13,2010-01-01,ETB,wheat,4.0,27.55,37.21,15.64,0.0,35.49
Ethiopia,Amhara,Gonder,12.6,37.47,2010-01-01,ETB,maize,350.0,19.91,29.03,10.33,0.03,41.35
Ethiopia,Amhara,Gonder,12.6,37.47,2010-01-01,ETB,wheat,515.0,19.91,29.03,10.33,0.03,41.35
Ethiopia,Oromia,Gordamole,6.11,40.76,2010-01-01,ETB,sorghum,3.53,24.42,34.15,12.63,0.02,36.85
Ethiopia,Oromia,Gordamole,6.11,40.76,2010-01-01,ETB,wheat,3.65,24.42,34.15,12.63,0.02,36.85
Ethiopia,SNNPR,Hawassa,7.05,38.47,2010-01-01,ETB,maize,311.0,15.89,26.94,5.77,0.34,62.09
Ethiopia,SNNPR,Hossana,7.58,37.88,2010-01-01,ETB,maize,300.0,18.7,29.9,8.51,0.22,55.84
Ethiopia,SNNPR,Hossana,7.58,37.88,2010-01-01,ETB,wheat,417.5,18.7,29.9,8.51,0.22,55.84
Ethiopia,Somali,Jijiga,9.33,42.82,2010-01-01,ETB,maize,400.0,17.02,28.08,5.14,0.0,57.22
Ethiopia,Somali,Jijiga,9.33,42.82,2010-01-01,ETB,sorghum,3.5,17.02,28.08,5.14,0.0,57.22
Ethiopia,Somali,Jijiga,9.33,42.82,2010-01-01,ETB,wheat,4.35,17.02,28.08,5.14,0.0,57.22
Ethiopia,Oromia,Jimma,7.67,36.83,2010-01-01,ETB,maize,264.0,17.47,25.95,10.15,0.83,69.42
Ethiopia,Oromia,Jimma,7.67,36.83,2010-01-01,ETB,teff,680.0,17.47,25.95,10.15,0.83,69.42
Ethiopia,Oromia,Jimma,7.67,36.83,2010-01-01,ETB,wheat,525.0,17.47,25.95,10.15,0.83,69.42
Ethiopia,SNNPR,Karati,5.25,37.48,2010-01-01,ETB,sorghum,4.2,23.17,33.85,12.98,1.07,47.88
Ethiopia,Oromia,Kersa,7.67,36.84,2010-01-01,ETB,wheat,4.0,17.47,25.95,10.15,0.83,69.42
Ethiopia,Amhara,Kobo,12.15,39.63,2010-01-01,ETB,maize,385.0,14.13,24.48,5.78,0.01,58.65
Ethiopia,Tigray,Korem,12.51,39.52,2010-01-01,ETB,maize,380.0,16.18,25.86,7.5,0.0,56.08
Ethiopia,Tigray,Mekele,13.5,39.48,2010-01-01,ETB,maize,390.0,16.89,27.83,6.5,0.0,54.43
Ethiopia,Tigray,Mekele,13.5,39.48,2010-01-01,ETB,teff,790.0,16.89,27.83,6.5,0.0,54.43
Ethiopia,Tigray,Mekele,13.5,39.48,2010-01-01,ETB,wheat,600.0,16.89,27.83,6.5,0.0,54.43
Ethiopia,Oromia,Merti,8.49,39.83,2010-01-01,ETB,sorghum,4.6,18.9,30.14,9.56,0.02,48.42
Ethiopia,Amhara,Mota,11.08,37.87,2010-01-01,ETB,wheat,3.4,18.23,26.96,9.62,0.01,47.45
Ethiopia,Oromia,Nazareth,8.55,39.27,2010-01-01,ETB,maize,290.0,19.35,30.58,9.7,0.03,47.22
Ethiopia,Oromia,Nazareth,8.55,39.27,2010-01-01,ETB,wheat,430.0,19.35,30.58,9.7,0.03,47.22
Ethiopia,Oromia,Nekempt,9.08,36.55,2010-01-01,ETB,maize,250.0,19.82,28.97,9.61,0.3,62.41
Ethiopia,Oromia,Robe,7.13,40.0,2010-01-01,ETB,wheat,355.0,11.44,21.25,1.79,0.22,66.7
Ethiopia,Amhara,Robit,12.02,39.63,2010-01-01,ETB,maize,350.0,14.13,24.48,5.78,0.01,58.65
Ethiopia,Amhara,Sekota,12.63,39.03,2010-01-01,ETB,sorghum,4.95,21.25,28.58,14.11,0.0,43.46
Ethiopia,Oromia,Shashemene,7.18,38.58,2010-01-01,ETB,maize,295.0,15.89,26.94,5.77,0.34,62.09
Ethiopia,Oromia,Shashemene,7.18,38.58,2010-01-01,ETB,teff,842.5,15.89,26.94,5.77,0.34,62.09
Ethiopia,Oromia,Shashemene,7.18,38.58,2010-01-01,ETB,wheat,410.0,15.89,26.94,5.77,0.34,62.09
Ethiopia,SNNPR,Sodo,6.85,37.75,2010-01-01,ETB,maize,305.0,20.38,31.21,9.92,0.95,60.59
Ethiopia,SNNPR,Sodo,6.85,37.75,2010-01-01,ETB,wheat,5.1,20.38,31.21,9.92,0.95,60.59
Ethiopia,SNNPR,Turmi,4.97,36.48,2010-01-01,ETB,sorghum,2.6,27.18,38.54,15.95,2.03,53.32
Ethiopia,Tigray,Wekro,14.11,38.54,2010-01-01,ETB,maize,400.0,19.79,29.8,10.52,0.0,48.42
Ethiopia,Tigray,Wekro,14.11,38.54,2010-01-01,ETB,sorghum,4.2,19.79,29.8,10.52,0.0,48.42
Ethiopia,Tigray,Wekro,14.11,38.54,2010-01-01,ETB,wheat,5.92,19.79,29.8,10.52,0.0,48.42
Ethiopia,Oromia,Wolenchiti,8.67,39.43,2010-01-01,ETB,maize,300.0,19.35,30.58,9.7,0.03,47.22
Ethiopia,SNNPR,Wonago,6.32,38.27,2010-01-01,ETB,maize,400.0,22.47,33.6,12.42,0.37,51.61
Ethiopia,Oromia,Yabelo,4.88,38.08,2010-01-01,ETB,maize,450.0,21.94,32.24,11.94,0.43,43.9
Ethiopia,Oromia,Yabelo,4.88,38.08,2010-01-01,ETB,wheat,5.5,21.94,32.24,11.94,0.43,43.9
Ethiopia,Tigray,Abi Adi,13.56,38.97,2010-02-01,ETB,maize,476.0,22.45,33.05,12.51,0.02,39.05
Ethiopia,Tigray,Abi Adi,13.56,38.97,2010-02-01,ETB,sorghum,5.71,22.45,33.05,12.51,0.02,39.05
Ethiopia,Tigray,Abi Adi,13.56,38.97,2010-02-01,ETB,wheat,5.21,22.45,33.05,12.51,0.02,39.05
Ethiopia,Amhara,Abomsa,9.98,39.98,2010-02-01,ETB,maize,305.0,20.85,33.09,13.43,3.51,62.39
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2010-02-01,ETB,maize,270.0,16.76,29.17,10.28,3.23,68.52
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2010-02-01,ETB,sorghum,5.96,16.76,29.17,10.28,3.23,68.52
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2010-02-01,ETB,teff,769.5,16.76,29.17,10.28,3.23,68.52
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2010-02-01,ETB,wheat,479.0,16.76,29.17,10.28,3.23,68.52
Ethiopia,Amhara,Ajeber,10.63,38.78,2010-02-01,ETB,wheat,5.32,22.01,30.6,15.79,1.08,47.88
Ethiopia,Tigray,Alamata,12.42,39.56,2010-02-01,ETB,maize,430.0,18.18,28.07,10.33,0.91,58.09
Ethiopia,SNNPR,Amaro,5.83,37.9,2010-02-01,ETB,wheat,4.5,20.65,31.87,13.21,4.08,60.86
Ethiopia,Oromia,Ambo,8.98,37.85,2010-02-01,ETB,maize,254.0,17.3,28.23,10.55,2.87,67.05
Ethiopia,Oromia,Ambo,8.98,37.85,2010-02-01,ETB,wheat,373.0,17.3,28.23,10.55,2.87,67.05
Ethiopia,Oromia,Assela,7.95,39.13,2010-02-01,ETB,wheat,405.0,16.55,27.52,8.69,2.93,65.14
Ethiopia,Somali,Babile,9.23,42.6,2010-02-01,ETB,maize,385.0,22.96,34.81,13.89,1.88,45.85
Ethiopia,Somali,Babile,9.23,42.6,2010-02-01,ETB,sorghum,4.47,22.96,34.81,13.89,1.88,45.85
Ethiopia,Amhara,Baher Dar,11.6,37.38,2010-02-01,ETB,maize,298.0,21.04,30.77,11.82,0.07,40.57
Ethiopia,Amhara,Baher Dar,11.6,37.38,2010-02-01,ETB,teff,635.0,21.04,30.77,11.82,0.07,40.57
Ethiopia,Amhara,Baher Dar,11.6,37.38,2010-02-01,ETB,wheat,480.0,21.04,30.77,11.82,0.07,40.57
Ethiopia,Amhara,Bati,11.18,40.02,2010-02-01,ETB,maize,320.0,20.69,31.97,12.89,1.91,61.42
Ethiopia,Oromia,Beddenno,9.12,41.62,2010-02-01,ETB,maize,360.0,21.58,33.2,14.12,2.12,50.93
Ethiopia,Oromia,Bedessa,8.9,40.78,2010-02-01,ETB,maize,360.0,21.64,33.66,13.99,3.03,57.49
Ethiopia,Amhara,Debre Markos,10.33,37.73,2010-02-01,ETB,wheat,352.5,19.32,28.52,10.28,0.37,48.95
Ethiopia,Oromia,Deder,9.32,41.42,2010-02-01,ETB,maize,430.0,22.5,34.67,14.26,2.89,52.97
Ethiopia,Oromia,Delo,7.25,40.47,2010-02-01,ETB,maize,285.0,21.34,32.03,14.15,3.77,53.47
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2010-02-01,ETB,maize,400.0,20.95,32.32,13.15,2.46,52.6
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2010-02-01,ETB,sorghum,7.0,20.95,32.32,13.15,2.46,52.6
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2010-02-01,ETB,wheat,5.5,20.95,32.32,13.15,2.46,52.6
Ethiopia,Amhara,Ebinat,12.13,38.05,2010-02-01,ETB,sorghum,3.86,20.17,28.41,11.99,0.06,41.2
Ethiopia,SNNPR,Gamo Gofa,6.62,37.15,2010-02-01,ETB,maize,325.0,23.41,32.98,16.5,2.21,62.26
Ethiopia,Somali,Gode,6.02,43.13,2010-02-01,ETB,maize,400.0,29.5,38.33,19.32,0.51,39.86
Ethiopia,Somali,Gode,6.02,43.13,2010-02-01,ETB,sorghum,5.0,29.5,38.33,19.32,0.51,39.86
Ethiopia,Somali,Gode,6.02,43.13,2010-02-01,ETB,wheat,4.0,29.5,38.33,19.32,0.51,39.86
Ethiopia,Amhara,Gonder,12.6,37.47,2010-02-01,ETB,maize,310.0,21.65,31.46,12.07,0.0,33.37
Ethiopia,Amhara,Gonder,12.6,37.47,2010-02-01,ETB,wheat,476.0,21.65,31.46,12.07,0.0,33.37
Ethiopia,SNNPR,Hawassa,7.05,38.47,2010-02-01,ETB,maize,280.0,16.64,27.49,9.19,4.68,69.55
Ethiopia,SNNPR,Hossana,7.58,37.88,2010-02-01,ETB,maize,300.0,19.85,31.15,11.84,3.19,65.25
Ethiopia,SNNPR,Hossana,7.58,37.88,2010-02-01,ETB,wheat,403.0,19.85,31.15,11.84,3.19,65.25
Ethiopia,Somali,Jijiga,9.33,42.82,2010-02-01,ETB,maize,350.0,19.63,29.82,10.67,2.61,55.75
Ethiopia,Somali,Jijiga,9.33,42.82,2010-02-01,ETB,sorghum,3.8,19.63,29.82,10.67,2.61,55.75
Ethiopia,Somali,Jijiga,9.33,42.82,2010-02-01,ETB,wheat,4.2,19.63,29.82,10.67,2.61,55.75
Ethiopia,Oromia,Jimma,7.67,36.83,2010-02-01,ETB,maize,245.0,18.72,26.53,13.07,2.53,74.44
Ethiopia,Oromia,Jimma,7.67,36.83,2010-02-01,ETB,teff,655.0,18.72,26.53,13.07,2.53,74.44
Ethiopia,Oromia,Jimma,7.67,36.83,2010-02-01,ETB,wheat,435.0,18.72,26.53,13.07,2.53,74.44
Ethiopia,Oromia,Kersa,7.67,36.84,2010-02-01,ETB,wheat,3.0,18.72,26.53,13.07,2.53,74.44
Ethiopia,Amhara,Kobo,12.15,39.63,2010-02-01,ETB,maize,390.0,16.0,26.74,8.5,1.28,62.65
Ethiopia,Tigray,Mekele,13.5,39.48,2010-02-01,ETB,maize,348.0,19.08,29.9,9.86,0.47,52.5
Ethiopia,Tigray,Mekele,13.5,39.48,2010-02-01,ETB,teff,765.0,19.08,29.9,9.86,0.47,52.5
Ethiopia,Tigray,Mekele,13.5,39.48,2010-02-01,ETB,wheat,603.0,19.08,29.9,9.86,0.47,52.5
Ethiopia,Oromia,Merti,8.49,39.83,2010-02-01,ETB,sorghum,4.2,20.19,31.88,13.28,3.27,60.65
Ethiopia,Amhara,Mota,11.08,37.87,2010-02-01,ETB,wheat,3.5,19.87,28.64,11.26,0.48,44.69
Ethiopia,Oromia,Nazareth,8.55,39.27,2010-02-01,ETB,maize,285.0,20.89,32.43,12.85,2.61,59.01
Ethiopia,Oromia,Nazareth,8.55,39.27,2010-02-01,ETB,wheat,415.0,20.89,32.43,12.85,2.61,59.01
Ethiopia,Oromia,Nekempt,9.08,36.55,2010-02-01,ETB,maize,230.0,21.71,30.07,12.15,0.92,60.78
Ethiopia,Oromia,Robe,7.13,40.0,2010-02-01,ETB,wheat,339.0,12.38,23.3,5.12,6.84,75.47
Ethiopia,Amhara,Robit,12.02,39.63,2010-02-01,ETB,maize,340.0,16.0,26.74,8.5,1.28,62.65
Ethiopia,Amhara,Sekota,12.63,39.03,2010-02-01,ETB,sorghum,4.95,23.32,30.41,16.08,0.07,41.14
Ethiopia,Oromia,Shashemene,7.18,38.58,2010-02-01,ETB,maize,286.0,16.64,27.49,9.19,4.68,69.55
Ethiopia,Oromia,Shashemene,7.18,38.58,2010-02-01,ETB,teff,816.25,16.64,27.49,9.19,4.68,69.55
Ethiopia,Oromia,Shashemene,7.18,38.58,2010-02-01,ETB,wheat,403.0,16.64,27.49,9.19,4.68,69.55
Ethiopia,SNNPR,Sodo,6.85,37.75,2010-02-01,ETB,maize,298.0,21.88,32.15,13.76,2.84,65.3
Ethiopia,SNNPR,Sodo,6.85,37.75,2010-02-01,ETB,wheat,4.0,21.88,32.15,13.76,2.84,65.3
Ethiopia,SNNPR,Turmi,4.97,36.48,2010-02-01,ETB,sorghum,3.5,29.79,39.5,20.16,1.48,47.2
Ethiopia,Tigray,Wekro,14.11,38.54,2010-02-01,ETB,maize,410.0,21.74,31.56,13.33,0.01,41.27
Ethiopia,Tigray,Wekro,14.11,38.54,2010-02-01,ETB,sorghum,4.1,21.74,31.56,13.33,0.01,41.27
Ethiopia,Tigray,Wekro,14.11,38.54,2010-02-01,ETB,wheat,5.5,21.74,31.56,13.33,0.01,41.27
Ethiopia,Oromia,Wolenchiti,8.67,39.43,2010-02-01,ETB,maize,300.0,20.89,32.43,12.85,2.61,59.01
Ethiopia,SNNPR,Wonago,6.32,38.27,2010-02-01,ETB,maize,370.0,22.88,33.81,15.46,4.89,59.46
Ethiopia,Oromia,Yabelo,4.88,38.08,2010-02-01,ETB,maize,400.0,23.31,33.59,15.72,1.38,49.99
Ethiopia,Oromia,Yabelo,4.88,38.08,2010-02-01,ETB,wheat,5.0,23.31,33.59,15.72,1.38,49.99
Ethiopia,Tigray,Abi Adi,13.56,38.97,2010-03-01,ETB,maize,370.0,22.48,33.79,8.67,0.51,40.99
Ethiopia,Tigray,Abi Adi,13.56,38.97,2010-03-01,ETB,sorghum,5.73,22.48,33.79,8.67,0.51,40.99
Ethiopia,Tigray,Abi Adi,13.56,38.97,2010-03-01,ETB,wheat,5.5,22.48,33.79,8.67,0.51,40.99
Ethiopia,Amhara,Abomsa,9.98,39.98,2010-03-01,ETB,maize,290.0,21.07,30.0,12.06,2.65,63.57
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2010-03-01,ETB,maize,266.0,16.68,26.52,5.65,2.55,67.3
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2010-03-01,ETB,sorghum,5.97,16.68,26.52,5.65,2.55,67.3
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2010-03-01,ETB,teff,707.0,16.68,26.52,5.65,2.55,67.3
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2010-03-01,ETB,wheat,492.0,16.68,26.52,5.65,2.55,67.3
Ethiopia,Amhara,Ajeber,10.63,38.78,2010-03-01,ETB,wheat,5.32,22.07,30.37,13.03,1.68,45.94
Ethiopia,Tigray,Alamata,12.42,39.56,2010-03-01,ETB,maize,357.0,17.82,27.35,7.0,1.28,59.3
Ethiopia,SNNPR,Amaro,5.83,37.9,2010-03-01,ETB,wheat,4.75,19.34,28.8,11.45,5.46,73.05
Ethiopia,Oromia,Ambo,8.98,37.85,2010-03-01,ETB,maize,250.0,17.84,27.3,7.84,2.24,62.52
Ethiopia,Oromia,Ambo,8.98,37.85,2010-03-01,ETB,wheat,368.0,17.84,27.3,7.84,2.24,62.52
Ethiopia,SNNPR,Aroresa,6.22,39.02,2010-03-01,ETB,wheat,3.0,17.31,25.43,9.73,5.56,77.69
Ethiopia,Oromia,Assela,7.95,39.13,2010-03-01,ETB,wheat,413.0,16.07,24.5,6.55,3.4,72.35
Ethiopia,Somali,Babile,9.23,42.6,2010-03-01,ETB,maize,350.0,22.81,32.35,11.23,2.33,55.7
Ethiopia,Somali,Babile,9.23,42.6,2010-03-01,ETB,sorghum,4.5,22.81,32.35,11.23,2.33,55.7
Ethiopia,Amhara,Baher Dar,11.6,37.38,2010-03-01,ETB,maize,278.0,21.73,31.96,11.59,0.94,41.53
Ethiopia,Amhara,Baher Dar,11.6,37.38,2010-03-01,ETB,teff,630.0,21.73,31.96,11.59,0.94,41.53
Ethiopia,Amhara,Baher Dar,11.6,37.38,2010-03-01,ETB,wheat,467.33,21.73,31.96,11.59,0.94,41.53
Ethiopia,Amhara,Bati,11.18,40.02,2010-03-01,ETB,maize,305.0,21.43,30.79,11.44,2.13,60.33
Ethiopia,Oromia,Bedessa,8.9,40.78,2010-03-01,ETB,maize,360.0,21.13,30.1,11.08,3.64,66.04
Ethiopia,Amhara,Debre Markos,10.33,37.73,2010-03-01,ETB,wheat,345.0,20.13,31.26,11.04,0.94,44.28
Ethiopia,Oromia,Delo,7.25,40.47,2010-03-01,ETB,maize,300.0,19.59,28.1,10.64,5.65,72.69
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2010-03-01,ETB,maize,400.0,21.11,30.25,11.49,2.79,59.25
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2010-03-01,ETB,sorghum,7.0,21.11,30.25,11.49,2.79,59.25
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2010-03-01,ETB,wheat,5.5,21.11,30.25,11.49,2.79,59.25
Ethiopia,Amhara,Ebinat,12.13,38.05,2010-03-01,ETB,sorghum,3.75,20.12,29.07,12.91,1.31,44.96
Ethiopia,Somali,Gode,6.02,43.13,2010-03-01,ETB,maize,400.0,29.17,38.35,18.85,2.17,51.31
Ethiopia,Somali,Gode,6.02,43.13,2010-03-01,ETB,sorghum,4.0,29.17,38.35,18.85,2.17,51.31
Ethiopia,Somali,Gode,6.02,43.13,2010-03-01,ETB,wheat,4.0,29.17,38.35,18.85,2.17,51.31
Ethiopia,Amhara,Gonder,12.6,37.47,2010-03-01,ETB,maize,304.0,22.13,32.41,12.46,0.6,38.47
Ethiopia,Amhara,Gonder,12.6,37.47,2010-03-01,ETB,wheat,448.0,22.13,32.41,12.46,0.6,38.47
Ethiopia,SNNPR,Hawassa,7.05,38.47,2010-03-01,ETB,maize,280.0,16.51,25.68,8.73,4.36,73.5
Ethiopia,SNNPR,Hossana,7.58,37.88,2010-03-01,ETB,maize,300.0,19.71,30.15,9.88,3.4,66.64
Ethiopia,SNNPR,Hossana,7.58,37.88,2010-03-01,ETB,wheat,403.0,19.71,30.15,9.88,3.4,66.64
Ethiopia,Somali,Jijiga,9.33,42.82,2010-03-01,ETB,maize,420.0,19.86,28.56,9.61,2.02,63.48
Ethiopia,Somali,Jijiga,9.33,42.82,2010-03-01,ETB,sorghum,4.6,19.86,28.56,9.61,2.02,63.48
Ethiopia,Somali,Jijiga,9.33,42.82,2010-03-01,ETB,wheat,4.2,19.86,28.56,9.61,2.02,63.48
Ethiopia,Oromia,Jimma,7.67,36.83,2010-03-01,ETB,maize,240.0,19.28,29.07,11.24,4.24,71.03
Ethiopia,Oromia,Jimma,7.67,36.83,2010-03-01,ETB,teff,607.0,19.28,29.07,11.24,4.24,71.03
Ethiopia,Oromia,Jimma,7.67,36.83,2010-03-01,ETB,wheat,410.0,19.28,29.07,11.24,4.24,71.03
Ethiopia,Oromia,Kersa,7.67,36.84,2010-03-01,ETB,wheat,3.8,19.28,29.07,11.24,4.24,71.03
Ethiopia,Amhara,Kobo,12.15,39.63,2010-03-01,ETB,maize,328.0,15.46,25.42,5.48,1.97,64.52
Ethiopia,Tigray,Korem,12.51,39.52,2010-03-01,ETB,maize,340.0,17.82,27.35,7.0,1.28,59.3
Ethiopia,Tigray,Mekele,13.5,39.48,2010-03-01,ETB,maize,347.0,19.11,30.01,5.76,0.43,52.62
Ethiopia,Tigray,Mekele,13.5,39.48,2010-03-01,ETB,teff,759.0,19.11,30.01,5.76,0.43,52.62
Ethiopia,Tigray,Mekele,13.5,39.48,2010-03-01,ETB,wheat,610.0,19.11,30.01,5.76,0.43,52.62
Ethiopia,Oromia,Merti,8.49,39.83,2010-03-01,ETB,sorghum,4.8,19.57,27.69,11.59,3.73,69.18
Ethiopia,Amhara,Mota,11.08,37.87,2010-03-01,ETB,wheat,3.5,19.84,29.99,10.48,1.72,46.77
Ethiopia,Oromia,Nazareth,8.55,39.27,2010-03-01,ETB,maize,266.0,20.45,29.91,10.01,2.71,64.07
Ethiopia,Oromia,Nazareth,8.55,39.27,2010-03-01,ETB,wheat,413.0,20.45,29.91,10.01,2.71,64.07
Ethiopia,Oromia,Nekempt,9.08,36.55,2010-03-01,ETB,maize,208.5,22.91,33.31,12.41,0.82,51.34
Ethiopia,Oromia,Robe,7.13,40.0,2010-03-01,ETB,wheat,333.0,12.08,19.1,3.3,5.09,84.1
Ethiopia,Amhara,Robit,12.02,39.63,2010-03-01,ETB,maize,340.0,15.46,25.42,5.48,1.97,64.52
Ethiopia,Amhara,Sekota,12.63,39.03,2010-03-01,ETB,sorghum,4.12,22.96,30.91,14.42,1.0,43.44
Ethiopia,Oromia,Shashemene,7.18,38.58,2010-03-01,ETB,maize,282.0,16.51,25.68,8.73,4.36,73.5
Ethiopia,Oromia,Shashemene,7.18,38.58,2010-03-01,ETB,teff,761.6,16.51,25.68,8.73,4.36,73.5
Ethiopia,Oromia,Shashemene,7.18,38.58,2010-03-01,ETB,wheat,381.0,16.51,25.68,8.73,4.36,73.5
Ethiopia,SNNPR,Sodo,6.85,37.75,2010-03-01,ETB,maize,277.5,21.57,32.22,12.24,5.41,67.65
Ethiopia,SNNPR,Sodo,6.85,37.75,2010-03-01,ETB,wheat,4.0,21.57,32.22,12.24,5.41,67.65
Ethiopia,SNNPR,Turmi,4.97,36.48,2010-03-01,ETB,sorghum,3.0,27.82,39.49,20.38,5.33,60.57
Ethiopia,Tigray,Wekro,14.11,38.54,2010-03-01,ETB,maize,410.0,22.38,32.6,11.2,0.43,40.73
Ethiopia,Tigray,Wekro,14.11,38.54,2010-03-01,ETB,sorghum,4.25,22.38,32.6,11.2,0.43,40.73
Ethiopia,Tigray,Wekro,14.11,38.54,2010-03-01,ETB,wheat,5.35,22.38,32.6,11.2,0.43,40.73
Ethiopia,Oromia,Wolenchiti,8.67,39.43,2010-03-01,ETB,maize,260.0,20.45,29.91,10.01,2.71,64.07
Ethiopia,SNNPR,Wonago,6.32,38.27,2010-03-01,ETB,maize,337.5,21.96,32.19,14.05,5.07,68.17
Ethiopia,Oromia,Yabelo,4.88,38.08,2010-03-01,ETB,maize,420.0,21.41,31.15,14.31,3.33,68.23
Ethiopia,Oromia,Yabelo,4.88,38.08,2010-03-01,ETB,wheat,5.6,21.41,31.15,14.31,3.33,68.23
Ethiopia,Tigray,Abi Adi,13.56,38.97,2010-04-01,ETB,maize,410.0,24.73,34.39,15.95,1.42,45.46
Ethiopia,Tigray,Abi Adi,13.56,38.97,2010-04-01,ETB,sorghum,5.74,24.73,34.39,15.95,1.42,45.46
Ethiopia,Tigray,Abi Adi,13.56,38.97,2010-04-01,ETB,wheat,4.1,24.73,34.39,15.95,1.42,45.46
Ethiopia,Amhara,Abomsa,9.98,39.98,2010-04-01,ETB,maize,327.0,23.72,32.32,16.83,3.17,60.98
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2010-04-01,ETB,maize,272.0,17.25,25.93,9.87,4.55,73.43
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2010-04-01,ETB,sorghum,6.06,17.25,25.93,9.87,4.55,73.43
