country,admin_1,market,latitude,longitude,period_date,currency,product,value,temp_mean,temp_max,temp_min,precipitation,humidity
Ethiopia,Tigray,Abi Adi,13.56,38.97,2008-01-01,ETB,maize,253.0,19.84,30.12,8.44,0.14,47.24
Ethiopia,Tigray,Abi Adi,13.56,38.97,2008-01-01,ETB,sorghum,2.6,19.84,30.12,8.44,0.14,47.24
Ethiopia,Tigray,Abi Adi,13.56,38.97,2008-01-01,ETB,wheat,4.42,19.84,30.12,8.44,0.14,47.24
Ethiopia,Amhara,Abomsa,9.98,39.98,2008-01-01,ETB,maize,195.0,20.11,29.56,12.53,0.34,45.92
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2008-01-01,ETB,maize,255.5,14.65,26.62,3.79,0.23,51.68
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2008-01-01,ETB,sorghum,3.96,14.65,26.62,3.79,0.23,51.68
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2008-01-01,ETB,teff,436.0,14.65,26.62,3.79,0.23,51.68
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2008-01-01,ETB,wheat,346.25,14.65,26.62,3.79,0.23,51.68
Ethiopia,Amhara,Ajeber,10.63,38.78,2008-01-01,ETB,wheat,3.0,19.82,28.23,11.12,0.19,40.64
Ethiopia,Tigray,Alamata,12.42,39.56,2008-01-01,ETB,maize,235.0,16.0,25.86,7.28,0.35,56.06
Ethiopia,SNNPR,Amaro,5.83,37.9,2008-01-01,ETB,wheat,3.9,19.97,31.31,9.68,0.5,43.23
Ethiopia,Oromia,Ambo,8.98,37.85,2008-01-01,ETB,maize,232.0,15.12,26.16,4.59,0.15,52.36
Ethiopia,Oromia,Ambo,8.98,37.85,2008-01-01,ETB,wheat,300.0,15.12,26.16,4.59,0.15,52.36
Ethiopia,SNNPR,Aroresa,6.22,39.02,2008-01-01,ETB,wheat,2.8,16.41,27.12,6.71,0.55,51.14
Ethiopia,Oromia,Assela,7.95,39.13,2008-01-01,ETB,wheat,320.0,15.05,25.6,5.03,0.29,46.12
Ethiopia,Somali,Babile,9.23,42.6,2008-01-01,ETB,maize,300.0,21.74,33.14,11.34,0.05,39.86
Ethiopia,Somali,Babile,9.23,42.6,2008-01-01,ETB,sorghum,3.0,21.74,33.14,11.34,0.05,39.86
Ethiopia,Amhara,Baher Dar,11.6,37.38,2008-01-01,ETB,maize,220.0,19.21,28.87,8.68,0.23,51.57
Ethiopia,Amhara,Bati,11.18,40.02,2008-01-01,ETB,maize,225.0,20.08,29.43,11.4,0.37,47.56
Ethiopia,Oromia,Beddenno,9.12,41.62,2008-01-01,ETB,maize,220.0,20.82,31.33,10.78,0.13,37.36
Ethiopia,Oromia,Bedessa,8.9,40.78,2008-01-01,ETB,maize,200.0,20.97,31.35,11.76,0.33,38.36
Ethiopia,Oromia,Deder,9.32,41.42,2008-01-01,ETB,maize,230.0,21.39,32.08,12.81,0.31,40.38
Ethiopia,Oromia,Delo,7.25,40.47,2008-01-01,ETB,maize,387.0,19.98,30.44,10.44,0.31,38.67
Ethiopia,Oromia,Derashe,5.67,39.43,2008-01-01,ETB,wheat,3.15,21.63,32.65,11.74,0.48,38.69
Ethiopia,Amhara,Dessie,11.13,39.63,2008-01-01,ETB,maize,256.0,13.08,23.74,4.19,0.31,53.3
Ethiopia,Amhara,Dessie,11.13,39.63,2008-01-01,ETB,wheat,336.0,13.08,23.74,4.19,0.31,53.3
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2008-01-01,ETB,maize,250.0,19.67,29.85,10.49,0.16,42.78
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2008-01-01,ETB,sorghum,4.5,19.67,29.85,10.49,0.16,42.78
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2008-01-01,ETB,wheat,4.0,19.67,29.85,10.49,0.16,42.78
Ethiopia,SNNPR,Gamo Gofa,6.62,37.15,2008-01-01,ETB,maize,200.0,23.61,32.88,12.75,1.12,43.67
Ethiopia,Somali,Gode,6.02,43.13,2008-01-01,ETB,maize,320.0,27.46,37.79,17.39,0.0,38.48
Ethiopia,Somali,Gode,6.02,43.13,2008-01-01,ETB,sorghum,3.35,27.46,37.79,17.39,0.0,38.48
Ethiopia,Somali,Gode,6.02,43.13,2008-01-01,ETB,wheat,4.0,27.46,37.79,17.39,0.0,38.48
Ethiopia,Amhara,Gonder,12.6,37.47,2008-01-01,ETB,maize,244.0,19.81,28.54,10.76,0.11,46.56
Ethiopia,Amhara,Gonder,12.6,37.47,2008-01-01,ETB,wheat,344.0,19.81,28.54,10.76,0.11,46.56
Ethiopia,Oromia,Gordamole,6.11,40.76,2008-01-01,ETB,sorghum,2.4,24.36,34.69,14.43,0.2,34.24
Ethiopia,Oromia,Gordamole,6.11,40.76,2008-01-01,ETB,wheat,3.6,24.36,34.69,14.43,0.2,34.24
Ethiopia,SNNPR,Hossana,7.58,37.88,2008-01-01,ETB,maize,230.0,18.58,29.86,7.61,0.28,45.28
Ethiopia,SNNPR,Hossana,7.58,37.88,2008-01-01,ETB,wheat,309.0,18.58,29.86,7.61,0.28,45.28
Ethiopia,Somali,Jijiga,9.33,42.82,2008-01-01,ETB,maize,230.0,18.5,27.94,9.39,0.09,54.08
Ethiopia,Somali,Jijiga,9.33,42.82,2008-01-01,ETB,sorghum,2.69,18.5,27.94,9.39,0.09,54.08
Ethiopia,Somali,Jijiga,9.33,42.82,2008-01-01,ETB,wheat,3.4,18.5,27.94,9.39,0.09,54.08
Ethiopia,Oromia,Jimma,7.67,36.83,2008-01-01,ETB,maize,229.0,18.43,27.93,8.82,0.99,55.23
Ethiopia,Oromia,Jimma,7.67,36.83,2008-01-01,ETB,wheat,360.0,18.43,27.93,8.82,0.99,55.23
Ethiopia,SNNPR,Karati,5.25,37.48,2008-01-01,ETB,sorghum,2.3,23.88,34.34,13.15,0.71,34.3
Ethiopia,Oromia,Kersa,7.67,36.84,2008-01-01,ETB,wheat,2.9,18.43,27.93,8.82,0.99,55.23
Ethiopia,Amhara,Kobo,12.15,39.63,2008-01-01,ETB,maize,200.0,14.0,24.26,4.44,0.43,56.52
Ethiopia,Tigray,Korem,12.51,39.52,2008-01-01,ETB,maize,240.0,16.0,25.86,7.28,0.35,56.06
Ethiopia,Tigray,Mekele,13.5,39.48,2008-01-01,ETB,maize,285.0,16.69,27.54,6.13,0.28,55.71
Ethiopia,Tigray,Mekele,13.5,39.48,2008-01-01,ETB,wheat,368.0,16.69,27.54,6.13,0.28,55.71
Ethiopia,Oromia,Merti,8.49,39.83,2008-01-01,ETB,sorghum,2.25,19.41,29.48,9.78,0.39,40.12
Ethiopia,Amhara,Mota,11.08,37.87,2008-01-01,ETB,wheat,3.25,17.99,26.15,7.56,0.27,44.22
Ethiopia,Oromia,Nazareth,8.55,39.27,2008-01-01,ETB,maize,228.0,19.58,29.83,10.21,0.26,40.05
Ethiopia,Oromia,Nazareth,8.55,39.27,2008-01-01,ETB,wheat,336.0,19.58,29.83,10.21,0.26,40.05
Ethiopia,Oromia,Robe,7.13,40.0,2008-01-01,ETB,maize,233.0,10.78,21.17,2.0,0.37,57.23
Ethiopia,Oromia,Robe,7.13,40.0,2008-01-01,ETB,wheat,315.0,10.78,21.17,2.0,0.37,57.23
Ethiopia,Amhara,Robit,12.02,39.63,2008-01-01,ETB,maize,350.0,14.0,24.26,4.44,0.43,56.52
Ethiopia,Amhara,Sekota,12.63,39.03,2008-01-01,ETB,sorghum,3.2,20.8,28.07,13.05,0.29,44.55
Ethiopia,Oromia,Shashemene,7.18,38.58,2008-01-01,ETB,maize,213.0,15.8,27.25,5.77,0.36,49.75
Ethiopia,Oromia,Shashemene,7.18,38.58,2008-01-01,ETB,wheat,319.0,15.8,27.25,5.77,0.36,49.75
Ethiopia,SNNPR,Sodo,6.85,37.75,2008-01-01,ETB,maize,300.0,21.1,31.15,8.82,0.89,47.67
Ethiopia,SNNPR,Sodo,6.85,37.75,2008-01-01,ETB,wheat,4.5,21.1,31.15,8.82,0.89,47.67
Ethiopia,SNNPR,Turmi,4.97,36.48,2008-01-01,ETB,sorghum,2.1,29.49,39.7,19.39,0.78,33.3
Ethiopia,Tigray,Wekro,14.11,38.54,2008-01-01,ETB,maize,297.0,19.65,28.76,9.26,0.13,49.99
Ethiopia,Tigray,Wekro,14.11,38.54,2008-01-01,ETB,sorghum,3.52,19.65,28.76,9.26,0.13,49.99
Ethiopia,Tigray,Wekro,14.11,38.54,2008-01-01,ETB,wheat,3.6,19.65,28.76,9.26,0.13,49.99
Ethiopia,Oromia,Wolenchiti,8.67,39.43,2008-01-01,ETB,maize,160.0,19.58,29.83,10.21,0.26,40.05
Ethiopia,SNNPR,Wonago,6.32,38.27,2008-01-01,ETB,maize,310.0,22.55,33.51,11.21,0.44,39.28
Ethiopia,Oromia,Yabelo,4.88,38.08,2008-01-01,ETB,maize,180.0,21.73,32.69,12.31,0.5,38.72
Ethiopia,Oromia,Yabelo,4.88,38.08,2008-01-01,ETB,wheat,3.5,21.73,32.69,12.31,0.5,38.72
Ethiopia,Tigray,Abi Adi,13.56,38.97,2008-02-01,ETB,maize,358.0,20.25,31.52,7.88,0.0,39.89
Ethiopia,Tigray,Abi Adi,13.56,38.97,2008-02-01,ETB,sorghum,2.6,20.25,31.52,7.88,0.0,39.89
Ethiopia,Tigray,Abi Adi,13.56,38.97,2008-02-01,ETB,wheat,4.88,20.25,31.52,7.88,0.0,39.89
Ethiopia,Amhara,Abomsa,9.98,39.98,2008-02-01,ETB,maize,280.0,19.81,30.72,9.91,0.05,42.07
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2008-02-01,ETB,maize,276.25,16.07,28.23,4.55,0.1,42.55
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2008-02-01,ETB,sorghum,4.07,16.07,28.23,4.55,0.1,42.55
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2008-02-01,ETB,teff,472.5,16.07,28.23,4.55,0.1,42.55
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2008-02-01,ETB,wheat,385.0,16.07,28.23,4.55,0.1,42.55
Ethiopia,Amhara,Ajeber,10.63,38.78,2008-02-01,ETB,wheat,3.5,20.59,29.17,10.65,0.01,36.15
Ethiopia,Tigray,Alamata,12.42,39.56,2008-02-01,ETB,maize,285.0,16.04,26.81,5.69,0.04,49.92
Ethiopia,SNNPR,Amaro,5.83,37.9,2008-02-01,ETB,wheat,3.0,21.52,32.19,10.89,0.12,32.76
Ethiopia,Oromia,Ambo,8.98,37.85,2008-02-01,ETB,maize,242.0,16.91,27.19,6.08,0.1,42.41
Ethiopia,Oromia,Ambo,8.98,37.85,2008-02-01,ETB,wheat,332.0,16.91,27.19,6.08,0.1,42.41
Ethiopia,SNNPR,Aroresa,6.22,39.02,2008-02-01,ETB,wheat,3.5,18.04,28.89,8.37,0.07,40.06
Ethiopia,Oromia,Assela,7.95,39.13,2008-02-01,ETB,wheat,342.0,15.62,26.78,4.54,0.07,40.99
Ethiopia,Somali,Babile,9.23,42.6,2008-02-01,ETB,maize,315.0,21.47,34.15,8.01,0.01,33.23
Ethiopia,Somali,Babile,9.23,42.6,2008-02-01,ETB,sorghum,3.2,21.47,34.15,8.01,0.01,33.23
Ethiopia,Amhara,Baher Dar,11.6,37.38,2008-02-01,ETB,maize,244.0,20.59,30.19,9.79,0.0,38.1
Ethiopia,Amhara,Bati,11.18,40.02,2008-02-01,ETB,maize,225.0,19.83,30.37,9.85,0.09,43.01
Ethiopia,Oromia,Beddenno,9.12,41.62,2008-02-01,ETB,maize,300.0,20.68,32.22,8.29,0.01,31.04
Ethiopia,Oromia,Bedessa,8.9,40.78,2008-02-01,ETB,maize,330.0,20.66,32.23,9.1,0.01,36.06
Ethiopia,Oromia,Deder,9.32,41.42,2008-02-01,ETB,maize,260.0,20.84,33.13,10.65,0.03,36.78
Ethiopia,Oromia,Delo,7.25,40.47,2008-02-01,ETB,maize,250.0,20.55,30.98,9.18,0.02,30.26
Ethiopia,Oromia,Derashe,5.67,39.43,2008-02-01,ETB,wheat,3.25,22.46,33.02,12.13,0.01,29.94
Ethiopia,Amhara,Dessie,11.13,39.63,2008-02-01,ETB,maize,276.0,13.37,25.46,2.19,0.05,47.41
Ethiopia,Amhara,Dessie,11.13,39.63,2008-02-01,ETB,wheat,362.0,13.37,25.46,2.19,0.05,47.41
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2008-02-01,ETB,maize,340.0,18.96,30.96,8.17,0.07,37.65
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2008-02-01,ETB,sorghum,5.0,18.96,30.96,8.17,0.07,37.65
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2008-02-01,ETB,wheat,4.0,18.96,30.96,8.17,0.07,37.65
Ethiopia,Amhara,Ebinat,12.13,38.05,2008-02-01,ETB,sorghum,3.3,19.07,26.81,9.48,0.0,37.7
Ethiopia,SNNPR,Gamo Gofa,6.62,37.15,2008-02-01,ETB,maize,220.0,24.81,34.37,12.74,0.55,37.5
Ethiopia,Somali,Gode,6.02,43.13,2008-02-01,ETB,maize,263.0,27.39,38.31,16.89,0.0,31.5
Ethiopia,Somali,Gode,6.02,43.13,2008-02-01,ETB,sorghum,3.2,27.39,38.31,16.89,0.0,31.5
Ethiopia,Somali,Gode,6.02,43.13,2008-02-01,ETB,wheat,4.0,27.39,38.31,16.89,0.0,31.5
Ethiopia,Amhara,Gonder,12.6,37.47,2008-02-01,ETB,maize,265.0,20.83,29.72,11.44,0.0,36.4
Ethiopia,Amhara,Gonder,12.6,37.47,2008-02-01,ETB,wheat,373.0,20.83,29.72,11.44,0.0,36.4
Ethiopia,Oromia,Gordamole,6.11,40.76,2008-02-01,ETB,sorghum,3.6,24.68,35.13,13.91,0.0,27.64
Ethiopia,Oromia,Gordamole,6.11,40.76,2008-02-01,ETB,wheat,3.7,24.68,35.13,13.91,0.0,27.64
Ethiopia,SNNPR,Hossana,7.58,37.88,2008-02-01,ETB,maize,262.0,19.95,31.13,8.35,0.39,37.56
Ethiopia,SNNPR,Hossana,7.58,37.88,2008-02-01,ETB,wheat,351.0,19.95,31.13,8.35,0.39,37.56
Ethiopia,Somali,Jijiga,9.33,42.82,2008-02-01,ETB,maize,300.0,16.56,28.78,5.12,0.19,52.44
Ethiopia,Somali,Jijiga,9.33,42.82,2008-02-01,ETB,sorghum,3.35,16.56,28.78,5.12,0.19,52.44
Ethiopia,Somali,Jijiga,9.33,42.82,2008-02-01,ETB,wheat,3.44,16.56,28.78,5.12,0.19,52.44
Ethiopia,Oromia,Jimma,7.67,36.83,2008-02-01,ETB,maize,253.0,19.81,29.78,8.45,0.54,50.9
Ethiopia,Oromia,Jimma,7.67,36.83,2008-02-01,ETB,wheat,368.0,19.81,29.78,8.45,0.54,50.9
Ethiopia,SNNPR,Karati,5.25,37.48,2008-02-01,ETB,sorghum,2.6,25.14,34.94,14.16,0.12,28.06
Ethiopia,Oromia,Kersa,7.67,36.84,2008-02-01,ETB,wheat,3.0,19.81,29.78,8.45,0.54,50.9
Ethiopia,Amhara,Kobo,12.15,39.63,2008-02-01,ETB,maize,240.0,13.94,25.85,2.91,0.06,50.63
Ethiopia,Tigray,Korem,12.51,39.52,2008-02-01,ETB,maize,297.0,16.04,26.81,5.69,0.04,49.92
Ethiopia,Tigray,Mekele,13.5,39.48,2008-02-01,ETB,maize,283.0,16.87,29.04,6.01,0.02,48.92
Ethiopia,Tigray,Mekele,13.5,39.48,2008-02-01,ETB,wheat,396.0,16.87,29.04,6.01,0.02,48.92
Ethiopia,Oromia,Merti,8.49,39.83,2008-02-01,ETB,sorghum,2.8,19.32,30.66,9.73,0.03,37.06
Ethiopia,Amhara,Mota,11.08,37.87,2008-02-01,ETB,wheat,4.55,18.79,27.63,7.38,0.0,36.95
Ethiopia,Oromia,Nazareth,8.55,39.27,2008-02-01,ETB,maize,241.0,19.6,31.16,8.8,0.03,36.86
Ethiopia,Oromia,Nazareth,8.55,39.27,2008-02-01,ETB,wheat,369.0,19.6,31.16,8.8,0.03,36.86
Ethiopia,Oromia,Robe,7.13,40.0,2008-02-01,ETB,maize,196.0,11.66,22.86,1.15,0.19,48.92
Ethiopia,Oromia,Robe,7.13,40.0,2008-02-01,ETB,wheat,280.0,11.66,22.86,1.15,0.19,48.92
Ethiopia,Amhara,Robit,12.02,39.63,2008-02-01,ETB,maize,360.0,13.94,25.85,2.91,0.06,50.63
Ethiopia,Amhara,Sekota,12.63,39.03,2008-02-01,ETB,sorghum,3.2,21.28,28.95,12.07,0.0,38.93
Ethiopia,Oromia,Shashemene,7.18,38.58,2008-02-01,ETB,maize,226.0,17.1,28.98,5.55,0.4,41.89
Ethiopia,Oromia,Shashemene,7.18,38.58,2008-02-01,ETB,wheat,335.0,17.1,28.98,5.55,0.4,41.89
Ethiopia,SNNPR,Sodo,6.85,37.75,2008-02-01,ETB,maize,320.0,22.39,33.28,9.8,0.63,39.72
Ethiopia,SNNPR,Sodo,6.85,37.75,2008-02-01,ETB,wheat,4.2,22.39,33.28,9.8,0.63,39.72
Ethiopia,SNNPR,Turmi,4.97,36.48,2008-02-01,ETB,sorghum,1.45,30.7,40.52,19.29,0.22,27.02
Ethiopia,Tigray,Wekro,14.11,38.54,2008-02-01,ETB,maize,310.0,20.22,30.17,10.39,0.0,42.47
Ethiopia,Tigray,Wekro,14.11,38.54,2008-02-01,ETB,sorghum,3.54,20.22,30.17,10.39,0.0,42.47
Ethiopia,Tigray,Wekro,14.11,38.54,2008-02-01,ETB,wheat,4.0,20.22,30.17,10.39,0.0,42.47
Ethiopia,Oromia,Wolenchiti,8.67,39.43,2008-02-01,ETB,maize,250.0,19.6,31.16,8.8,0.03,36.86
Ethiopia,SNNPR,Wonago,6.32,38.27,2008-02-01,ETB,maize,320.0,23.55,34.76,12.19,0.34,33.73
Ethiopia,Oromia,Yabelo,4.88,38.08,2008-02-01,ETB,maize,260.0,22.81,33.06,13.07,0.03,29.96
Ethiopia,Oromia,Yabelo,4.88,38.08,2008-02-01,ETB,wheat,3.75,22.81,33.06,13.07,0.03,29.96
Ethiopia,Tigray,Abi Adi,13.56,38.97,2008-03-01,ETB,maize,360.0,22.15,33.8,8.56,0.11,23.98
Ethiopia,Tigray,Abi Adi,13.56,38.97,2008-03-01,ETB,sorghum,2.6,22.15,33.8,8.56,0.11,23.98
Ethiopia,Tigray,Abi Adi,13.56,38.97,2008-03-01,ETB,wheat,4.9,22.15,33.8,8.56,0.11,23.98
Ethiopia,Amhara,Abomsa,9.98,39.98,2008-03-01,ETB,maize,270.0,22.23,34.68,11.0,0.01,22.65
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2008-03-01,ETB,maize,315.0,18.05,30.11,4.47,0.12,24.86
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2008-03-01,ETB,sorghum,4.5,18.05,30.11,4.47,0.12,24.86
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2008-03-01,ETB,teff,512.5,18.05,30.11,4.47,0.12,24.86
Ethiopia,Addis Ababa,Addis Ababa,9.02,38.75,2008-03-01,ETB,wheat,400.0,18.05,30.11,4.47,0.12,24.86
Ethiopia,Amhara,Ajeber,10.63,38.78,2008-03-01,ETB,wheat,3.7,22.22,31.21,11.05,0.0,24.27
Ethiopia,Tigray,Alamata,12.42,39.56,2008-03-01,ETB,maize,315.0,17.82,29.09,5.85,0.0,30.32
Ethiopia,SNNPR,Amaro,5.83,37.9,2008-03-01,ETB,wheat,4.25,22.13,32.87,11.47,1.34,37.24
Ethiopia,Oromia,Ambo,8.98,37.85,2008-03-01,ETB,maize,295.0,18.74,29.77,5.6,0.12,27.54
Ethiopia,Oromia,Ambo,8.98,37.85,2008-03-01,ETB,wheat,378.0,18.74,29.77,5.6,0.12,27.54
Ethiopia,SNNPR,Aroresa,6.22,39.02,2008-03-01,ETB,wheat,3.3,19.21,30.24,8.59,1.14,41.43
Ethiopia,Oromia,Assela,7.95,39.13,2008-03-01,ETB,wheat,399.0,17.33,28.2,4.97,0.08,27.77
Ethiopia,Somali,Babile,9.23,42.6,2008-03-01,ETB,maize,315.0,23.29,35.73,11.26,0.11,22.21
Ethiopia,Somali,Babile,9.23,42.6,2008-03-01,ETB,sorghum,3.9,23.29,35.73,11.26,0.11,22.21
Ethiopia,Amhara,Baher Dar,11.6,37.38,2008-03-01,ETB,maize,264.0,22.45,32.3,10.63,0.07,27.78
Ethiopia,Amhara,Bati,11.18,40.02,2008-03-01,ETB,maize,262.0,22.31,33.9,10.65,0.0,22.35
Ethiopia,Oromia,Beddenno,9.12,41.62,2008-03-01,ETB,maize,350.0,22.54,34.56,9.48,0.11,20.63
Ethiopia,Oromia,Bedessa,8.9,40.78,2008-03-01,ETB,maize,410.0,23.11,34.54,10.72,0.05,20.45
Ethiopia,Oromia,Deder,9.32,41.42,2008-03-01,ETB,maize,320.0,23.57,35.72,12.8,0.04,20.11
Ethiopia,Oromia,Delo,7.25,40.47,2008-03-01,ETB,maize,233.36,22.26,32.97,9.96,0.05,25.98
Ethiopia,Oromia,Derashe,5.67,39.43,2008-03-01,ETB,wheat,4.3,23.93,34.45,12.61,0.47,33.68
Ethiopia,Amhara,Dessie,11.13,39.63,2008-03-01,ETB,maize,322.0,14.94,27.3,2.29,0.0,28.01
Ethiopia,Amhara,Dessie,11.13,39.63,2008-03-01,ETB,wheat,457.0,14.94,27.3,2.29,0.0,28.01
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2008-03-01,ETB,maize,350.0,21.76,33.49,9.14,0.06,21.46
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2008-03-01,ETB,sorghum,3.7,21.76,33.49,9.14,0.06,21.46
Ethiopia,Dire Dawa,Diredawa,9.59,41.87,2008-03-01,ETB,wheat,4.1,21.76,33.49,9.14,0.06,21.46
Ethiopia,Amhara,Ebinat,12.13,38.05,2008-03-01,ETB,sorghum,3.2,20.72,28.76,10.88,0.01,28.03
Ethiopia,SNNPR,Gamo Gofa,6.62,37.15,2008-03-01,ETB,maize,300.0,25.31,35.43,15.52,2.37,42.17
Ethiopia,Somali,Gode,6.02,43.13,2008-03-01,ETB,maize,360.0,28.73,39.2,17.87,0.04,30.66
Ethiopia,Somali,Gode,6.02,43.13,2008-03-01,ETB,sorghum,3.6,28.73,39.2,17.87,0.04,30.66
Ethiopia,Somali,Gode,6.02,43.13,2008-03-01,ETB,wheat,4.1,28.73,39.2,17.87,0.04,30.66
Ethiopia,Amhara,Gonder,12.6,37.47,2008-03-01,ETB,maize,304.0,22.94,32.2,12.02,0.05,26.3
Ethiopia,Amhara,Gonder,12.6,37.47,2008-03-01,ETB,wheat,443.0,22.94,32.2,12.02,0.05,26.3
Ethiopia,Oromia,Gordamole,6.11,40.76,2008-03-01,ETB,sorghum,3.6,26.26,36.46,15.39,0.08,28.62
Ethiopia,Oromia,Gordamole,6.11,40.76,2008-03-01,ETB,wheat,4.0,26.26,36.46,15.39,0.08,28.62
Ethiopia,SNNPR,Hawassa,7.05,38.47,2008-03-01,ETB,maize,320.0,18.41,29.82,6.96,1.21,34.38
Ethiopia,SNNPR,Hossana,7.58,37.88,2008-03-01,ETB,maize,320.0,21.29,32.86,8.46,0.96,28.98
Ethiopia,SNNPR,Hossana,7.58,37.88,2008-03-01,ETB,wheat,388.0,21.29,32.86,8.46,0.96,28.98
Ethiopia,Somali,Jijiga,9.33,42.82,2008-03-01,ETB,maize,400.0,19.6,31.07,7.68,0.02,32.36
Ethiopia,Somali,Jijiga,9.33,42.82,2008-03-01,ETB,sorghum,3.0,19.6,31.07,7.68,0.02,32.36
Ethiopia,Somali,Jijiga,9.33,42.82,2008-03-01,ETB,wheat,5.2,19.6,31.07,7.68,0.02,32.36
Ethiopia,Oromia,Jimma,7.67,36.83,2008-03-01,ETB,maize,305.0,21.7,31.62,12.3,1.76,44.54
Ethiopia,Oromia,Jimma,7.67,36.83,2008-03-01,ETB,wheat,421.0,21.7,31.62,12.3,1.76,44.54
Ethiopia,SNNPR,Karati,5.25,37.48,2008-03-01,ETB,sorghum,4.5,25.13,35.2,13.93,1.59,37.09
Ethiopia,Oromia,Kersa,7.67,36.84,2008-03-01,ETB,wheat,4.0,21.7,31.62,12.3,1.76,44.54
Ethiopia,Amhara,Kobo,12.15,39.63,2008-03-01,ETB,maize,310.0,15.71,27.64,3.32,0.0,29.33
Ethiopia,Tigray,Korem,12.51,39.52,2008-03-01,ETB,maize,323.0,17.82,29.09,5.85,0.0,30.32
Ethiopia,Tigray,Mekele,13.5,39.48,2008-03-01,ETB,maize,343.0,18.67,31.51,5.67,0.0,27.28
Ethiopia,Tigray,Mekele,13.5,39.48,2008-03-01,ETB,wheat,474.0,18.67,31.51,5.67,0.0,27.28
Ethiopia,Oromia,Merti,8.49,39.83,2008-03-01,ETB,sorghum,3.0,21.73,32.78,10.6,0.04,21.63
Ethiopia,Amhara,Mota,11.08,37.87,2008-03-01,ETB,wheat,3.78,20.4,30.13,8.08,0.01,27.0
Ethiopia,Oromia,Nazareth,8.55,39.27,2008-03-01,ETB,maize,280.0,21.82,33.13,9.49,0.03,21.38
Ethiopia,Oromia,Nazareth,8.55,39.27,2008-03-01,ETB,wheat,404.0,21.82,33.13,9.49,0.03,21.38
Ethiopia,Oromia,Robe,7.13,40.0,2008-03-01,ETB,maize,275.0,13.42,24.64,1.17,0.46,40.44
Ethiopia,Oromia,Robe,7.13,40.0,2008-03-01,ETB,wheat,339.0,13.42,24.64,1.17,0.46,40.44
Ethiopia,Amhara,Robit,12.02,39.63,2008-03-01,ETB,maize,470.0,15.71,27.64,3.32,0.0,29.33
Ethiopia,Amhara,Sekota,12.63,39.03,2008-03-01,ETB,sorghum,3.2,22.96,31.08,13.31,0.02,28.31
Ethiopia,Oromia,Shashemene,7.18,38.58,2008-03-01,ETB,maize,286.0,18.41,29.82,6.96,1.21,34.38
Ethiopia,Oromia,Shashemene,7.18,38.58,2008-03-01,ETB,wheat,387.0,18.41,29.82,6.96,1.21,34.38
Ethiopia,SNNPR,Sodo,6.85,37.75,2008-03-01,ETB,maize,340.0,23.85,34.79,10.54,2.32,35.43
Ethiopia,SNNPR,Sodo,6.85,37.75,2008-03-01,ETB,wheat,4.0,23.85,34.79,10.54,2.32,35.43
Ethiopia,SNNPR,Turmi,4.97,36.48,2008-03-01,ETB,sorghum,3.4,30.15,40.85,21.54,2.09,40.67
Ethiopia,Tigray,Wekro,14.11,38.54,2008-03-01,ETB,maize,332.0,22.13,32.43,10.33,0.03,26.19
Ethiopia,Tigray,Wekro,14.11,38.54,2008-03-01,ETB,sorghum,3.54,22.13,32.43,10.33,0.03,26.19
Ethiopia,Tigray,Wekro,14.11,38.54,2008-03-01,ETB,wheat,4.6,22.13,32.43,10.33,0.03,26.19
Ethiopia,Oromia,Wolenchiti,8.67,39.43,2008-03-01,ETB,maize,270.0,21.82,33.13,9.49,0.03,21.38
Ethiopia,SNNPR,Wonago,6.32,38.27,2008-03-01,ETB,maize,330.0,24.39,35.46,11.95,1.36,34.14
Ethiopia,Oromia,Yabelo,4.88,38.08,2008-03-01,ETB,maize,300.0,23.27,33.33,12.94,0.81,40.9
Ethiopia,Oromia,Yabelo,4.88,38.08,2008-03-01,ETB,wheat,4.0,23.27,33.33,12.94,0.81,40.9
Ethiopia,Tigray,Abi Adi,13.56,38.97,2008-04-01,ETB,maize,370.0,22.82,34.1,12.92,2.07,40.68
Ethiopia,Tigray,Abi Adi,13.56,38.97,2008-04-01,ETB,sorghum,3.7,22.82,34.1,12.92,2.07,40.68
Ethiopia,Tigray,Abi Adi,13.56,38.97,2008-04-01,ETB,wheat,5.27,22.82,34.1,12.92,2.07,40.68
